filename: frame000230_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.45454809648358036	area_occluded_relative_to_gtbox: 0.45454809648358036	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000221_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0	high_attention_area_without_occlussion_slc: 0.14921348314606742	area_occluded_relative_to_gtbox: 0.037677902621722846	high_attention_area_occluded_slc: 0	quadrants: ['1', '3']
filename: frame000221_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.14921348314606742	area_occluded_relative_to_gtbox: 0.14921348314606742	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000509_rgb.pngbbox0	sequence: small0 big1 big2	success: True	combination: big2	high_attention_area_without_occlussion_slc: 0.3126912289648139	area_occluded_relative_to_gtbox: 0.15621812850586436	high_attention_area_occluded_slc: 0.05908975012748598	quadrants: ['2', '3', '4']
filename: frame000509_rgb.pngbbox0	sequence: small0 big1 big2	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.3126912289648139	area_occluded_relative_to_gtbox: 0.13116713411524733	high_attention_area_occluded_slc: 0.16024987251402345	quadrants: ['1', '3']
filename: frame000509_rgb.pngbbox0	sequence: small0 big1 big2	success: False	combination: big1 big2	high_attention_area_without_occlussion_slc: 0.3126912289648139	area_occluded_relative_to_gtbox: 0.2873852626211117	high_attention_area_occluded_slc: 0	quadrants: ['3']
filename: frame000509_rgb.pngbbox0	sequence: small0 big1 big2	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.3126912289648139	area_occluded_relative_to_gtbox: 0.025305966343702194	high_attention_area_occluded_slc: 0.1939380418154003	quadrants: ['1', '2', '3', '4']
filename: frame000509_rgb.pngbbox0	sequence: small0 big1 big2	success: True	combination: small0 big2	high_attention_area_without_occlussion_slc: 0.3126912289648139	area_occluded_relative_to_gtbox: 0.18152409484956655	high_attention_area_occluded_slc: 0.04850841407445181	quadrants: ['2', '4']
filename: frame000509_rgb.pngbbox0	sequence: small0 big1 big2	success: True	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.3126912289648139	area_occluded_relative_to_gtbox: 0.15647310045894952	high_attention_area_occluded_slc: 0.12434663437021927	quadrants: ['1', '3']
filename: frame000509_rgb.pngbbox0	sequence: small0 big1 big2	success: False	combination: small0 big1 big2	high_attention_area_without_occlussion_slc: 0.3126912289648139	area_occluded_relative_to_gtbox: 0.3126912289648139	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000250_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.44552406657669813	area_occluded_relative_to_gtbox: 0.44552406657669813	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000151_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6625256147540983	area_occluded_relative_to_gtbox: 0.6625256147540983	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000321_rgb.pngbbox0	sequence: big0 small1 small2	success: True	combination: small2	high_attention_area_without_occlussion_slc: 0.1745905856126211	area_occluded_relative_to_gtbox: 0.0379404955843265	high_attention_area_occluded_slc: 0.21488896510331817	quadrants: ['2', '3', '4']
filename: frame000321_rgb.pngbbox0	sequence: big0 small1 small2	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.1745905856126211	area_occluded_relative_to_gtbox: 0.01723398782474492	high_attention_area_occluded_slc: 0.16522335591185802	quadrants: ['1', '2', '3', '4']
filename: frame000321_rgb.pngbbox0	sequence: big0 small1 small2	success: True	combination: small1 small2	high_attention_area_without_occlussion_slc: 0.1745905856126211	area_occluded_relative_to_gtbox: 0.055174483409071426	high_attention_area_occluded_slc: 0.1295335676927034	quadrants: ['3', '4']
filename: frame000321_rgb.pngbbox0	sequence: big0 small1 small2	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.1745905856126211	area_occluded_relative_to_gtbox: 0.11941610220354969	high_attention_area_occluded_slc: 0	quadrants: ['1', '2']
filename: frame000321_rgb.pngbbox0	sequence: big0 small1 small2	success: False	combination: big0 small2	high_attention_area_without_occlussion_slc: 0.1745905856126211	area_occluded_relative_to_gtbox: 0.1573565977878762	high_attention_area_occluded_slc: 0	quadrants: ['2']
filename: frame000321_rgb.pngbbox0	sequence: big0 small1 small2	success: False	combination: big0 small1	high_attention_area_without_occlussion_slc: 0.1745905856126211	area_occluded_relative_to_gtbox: 0.13665009002829462	high_attention_area_occluded_slc: 0	quadrants: ['1', '2']
filename: frame000321_rgb.pngbbox0	sequence: big0 small1 small2	success: False	combination: big0 small1 small2	high_attention_area_without_occlussion_slc: 0.1745905856126211	area_occluded_relative_to_gtbox: 0.1745905856126211	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000331_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.4313347471242208	area_occluded_relative_to_gtbox: 0.4313347471242208	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000467_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.2783538329519451	area_occluded_relative_to_gtbox: 0.19753527841342486	high_attention_area_occluded_slc: 0	quadrants: ['3', '4']
filename: frame000467_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.2783538329519451	area_occluded_relative_to_gtbox: 0.08081855453852022	high_attention_area_occluded_slc: 0.21813024408848208	quadrants: ['1', '2']
filename: frame000467_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.2783538329519451	area_occluded_relative_to_gtbox: 0.27835383295194505	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000193_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6410803127221038	area_occluded_relative_to_gtbox: 0.6410803127221038	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000127_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.3803291958985429	area_occluded_relative_to_gtbox: 0.3803291958985429	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000172_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6569590643274854	area_occluded_relative_to_gtbox: 0.6569590643274854	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000452_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5881959452505917	area_occluded_relative_to_gtbox: 0.5881959452505917	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000181_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.42177983307015565	area_occluded_relative_to_gtbox: 0.3110196255357546	high_attention_area_occluded_slc: 0	quadrants: ['2', '4']
filename: frame000181_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.42177983307015565	area_occluded_relative_to_gtbox: 0.11076020753440108	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3', '4']
filename: frame000181_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.42177983307015565	area_occluded_relative_to_gtbox: 0.42177983307015565	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000495_rgb.pngbbox0	sequence: big0 small1 big2	success: False	combination: big2	high_attention_area_without_occlussion_slc: 0.15945883441258094	area_occluded_relative_to_gtbox: 0.0643154486586494	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3']
filename: frame000495_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.15945883441258094	area_occluded_relative_to_gtbox: 0.017067530064754855	high_attention_area_occluded_slc: 0.14549028677150785	quadrants: ['1', '3']
filename: frame000495_rgb.pngbbox0	sequence: big0 small1 big2	success: False	combination: small1 big2	high_attention_area_without_occlussion_slc: 0.15945883441258094	area_occluded_relative_to_gtbox: 0.08138297872340425	high_attention_area_occluded_slc: 0	quadrants: ['1', '3']
filename: frame000495_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.15945883441258094	area_occluded_relative_to_gtbox: 0.07807585568917669	high_attention_area_occluded_slc: 0.2950277520814061	quadrants: ['1', '2', '3']
filename: frame000495_rgb.pngbbox0	sequence: big0 small1 big2	success: False	combination: big0 big2	high_attention_area_without_occlussion_slc: 0.15945883441258094	area_occluded_relative_to_gtbox: 0.1423913043478261	high_attention_area_occluded_slc: 0	quadrants: ['2']
filename: frame000495_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: big0 small1	high_attention_area_without_occlussion_slc: 0.15945883441258094	area_occluded_relative_to_gtbox: 0.09514338575393154	high_attention_area_occluded_slc: 0.10943570767807585	quadrants: ['1', '3']
filename: frame000495_rgb.pngbbox0	sequence: big0 small1 big2	success: False	combination: big0 small1 big2	high_attention_area_without_occlussion_slc: 0.15945883441258094	area_occluded_relative_to_gtbox: 0.15945883441258094	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000492_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.13210780861154153	area_occluded_relative_to_gtbox: 0.1099450626848852	high_attention_area_occluded_slc: 0	quadrants: ['2']
filename: frame000492_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0	high_attention_area_without_occlussion_slc: 0.13210780861154153	area_occluded_relative_to_gtbox: 0.022162745926656336	high_attention_area_occluded_slc: 0	quadrants: ['1', '3']
filename: frame000492_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.13210780861154153	area_occluded_relative_to_gtbox: 0.13210780861154153	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000449_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.20777777777777778	area_occluded_relative_to_gtbox: 0.12800766283524903	high_attention_area_occluded_slc: 0	quadrants: ['3', '4']
filename: frame000449_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.20777777777777778	area_occluded_relative_to_gtbox: 0.07977011494252874	high_attention_area_occluded_slc: 0	quadrants: ['1', '2']
filename: frame000449_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.20777777777777778	area_occluded_relative_to_gtbox: 0.20777777777777778	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000325_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.44982272812091806	area_occluded_relative_to_gtbox: 0.44982272812091806	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000354_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.06983420235514676	area_occluded_relative_to_gtbox: 0.01912824418536528	high_attention_area_occluded_slc: 0.07688401976292304	quadrants: ['3', '4']
filename: frame000354_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.06983420235514676	area_occluded_relative_to_gtbox: 0.050705958169781476	high_attention_area_occluded_slc: 0.16407912980647177	quadrants: ['2']
filename: frame000354_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.06983420235514676	area_occluded_relative_to_gtbox: 0.06983420235514676	high_attention_area_occluded_slc: 0.09400082020036322	quadrants: []
filename: frame000517_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.33965281574630946	area_occluded_relative_to_gtbox: 0.3241388737014762	high_attention_area_occluded_slc: 0	quadrants: ['3']
filename: frame000517_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.33965281574630946	area_occluded_relative_to_gtbox: 0.015513942044833242	high_attention_area_occluded_slc: 0.28671405139420447	quadrants: ['1', '2', '3', '4']
filename: frame000517_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.33965281574630946	area_occluded_relative_to_gtbox: 0.33965281574630946	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000512_rgb.pngbbox0	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.27326839826839827	area_occluded_relative_to_gtbox: 0.22191997191997193	high_attention_area_occluded_slc: 0.03333040833040833	quadrants: ['1', '3']
filename: frame000512_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.27326839826839827	area_occluded_relative_to_gtbox: 0.051348426348426346	high_attention_area_occluded_slc: 0.09595472095472095	quadrants: ['1', '2', '3', '4']
filename: frame000512_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.27326839826839827	area_occluded_relative_to_gtbox: 0.27326839826839827	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000255_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5872745756718529	area_occluded_relative_to_gtbox: 0.5872745756718529	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000241_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.3539187227866473	area_occluded_relative_to_gtbox: 0.3539187227866473	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000265_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.28538716133004927	area_occluded_relative_to_gtbox: 0.19839131773399016	high_attention_area_occluded_slc: 0.02430341748768473	quadrants: ['1', '2', '3', '4']
filename: frame000265_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.28538716133004927	area_occluded_relative_to_gtbox: 0.08699584359605911	high_attention_area_occluded_slc: 0.3419989224137931	quadrants: ['1', '2', '3', '4']
filename: frame000265_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.28538716133004927	area_occluded_relative_to_gtbox: 0.28538716133004927	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000170_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5941381023348237	area_occluded_relative_to_gtbox: 0.5941381023348237	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000159_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.7501613527817219	area_occluded_relative_to_gtbox: 0.7501613527817219	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000216_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6011362255438085	area_occluded_relative_to_gtbox: 0.6011362255438085	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000323_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.4167381472239551	area_occluded_relative_to_gtbox: 0.4167381472239551	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000138_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5748197115384616	area_occluded_relative_to_gtbox: 0.5748197115384616	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000433_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5024891543986915	area_occluded_relative_to_gtbox: 0.5024891543986915	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000463_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.29986987638256346	area_occluded_relative_to_gtbox: 0.19283018867924528	high_attention_area_occluded_slc: 0.1308783344176968	quadrants: ['3', '4']
filename: frame000463_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.29986987638256346	area_occluded_relative_to_gtbox: 0.10703968770331815	high_attention_area_occluded_slc: 0.13221860767729343	quadrants: ['1', '2']
filename: frame000463_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.29986987638256346	area_occluded_relative_to_gtbox: 0.29986987638256346	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000272_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.37612413386407195	area_occluded_relative_to_gtbox: 0.37612413386407195	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000429_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.44342105263157894	area_occluded_relative_to_gtbox: 0.44342105263157894	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000491_rgb.pngbbox0	sequence: small0 small1 big2	success: False	combination: big2	high_attention_area_without_occlussion_slc: 0.22696007696007697	area_occluded_relative_to_gtbox: 0.1718855218855219	high_attention_area_occluded_slc: 0	quadrants: ['2', '4']
filename: frame000491_rgb.pngbbox0	sequence: small0 small1 big2	success: False	combination: small1	high_attention_area_without_occlussion_slc: 0.22696007696007697	area_occluded_relative_to_gtbox: 0.03783068783068783	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3', '4']
filename: frame000491_rgb.pngbbox0	sequence: small0 small1 big2	success: False	combination: small1 big2	high_attention_area_without_occlussion_slc: 0.22696007696007697	area_occluded_relative_to_gtbox: 0.20971620971620972	high_attention_area_occluded_slc: 0	quadrants: ['2', '4']
filename: frame000491_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.22696007696007697	area_occluded_relative_to_gtbox: 0.017243867243867245	high_attention_area_occluded_slc: 0.1413900913900914	quadrants: ['1', '2', '3']
filename: frame000491_rgb.pngbbox0	sequence: small0 small1 big2	success: False	combination: small0 big2	high_attention_area_without_occlussion_slc: 0.22696007696007697	area_occluded_relative_to_gtbox: 0.18912938912938915	high_attention_area_occluded_slc: 0	quadrants: ['2']
filename: frame000491_rgb.pngbbox0	sequence: small0 small1 big2	success: False	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.22696007696007697	area_occluded_relative_to_gtbox: 0.05507455507455508	high_attention_area_occluded_slc: 0	quadrants: ['1', '3']
filename: frame000491_rgb.pngbbox0	sequence: small0 small1 big2	success: False	combination: small0 small1 big2	high_attention_area_without_occlussion_slc: 0.22696007696007697	area_occluded_relative_to_gtbox: 0.22696007696007697	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000229_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5658743430482561	area_occluded_relative_to_gtbox: 0.5658743430482561	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000510_rgb.pngbbox0	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.2079816513761468	area_occluded_relative_to_gtbox: 0.17363914373088685	high_attention_area_occluded_slc: 0.18629969418960243	quadrants: ['1', '3']
filename: frame000510_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.2079816513761468	area_occluded_relative_to_gtbox: 0.03434250764525994	high_attention_area_occluded_slc: 0.1602446483180428	quadrants: ['1', '2', '3', '4']
filename: frame000510_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.2079816513761468	area_occluded_relative_to_gtbox: 0.20798165137614677	high_attention_area_occluded_slc: 0.020122324159021408	quadrants: []
filename: frame000257_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.49618254381398574	area_occluded_relative_to_gtbox: 0.49618254381398574	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000145_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6081520380095023	area_occluded_relative_to_gtbox: 0.6081520380095023	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000124_rgb.pngbbox1	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.0966990106544901	area_occluded_relative_to_gtbox: 0.08599695585996955	high_attention_area_occluded_slc: 0.16961567732115676	quadrants: ['1', '3']
filename: frame000124_rgb.pngbbox1	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.0966990106544901	area_occluded_relative_to_gtbox: 0.010702054794520547	high_attention_area_occluded_slc: 0.08680555555555555	quadrants: ['2', '4']
filename: frame000124_rgb.pngbbox1	sequence: small0 big1	success: True	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.0966990106544901	area_occluded_relative_to_gtbox: 0.0966990106544901	high_attention_area_occluded_slc: 0.3743340943683409	quadrants: []
filename: frame000455_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5283934426229508	area_occluded_relative_to_gtbox: 0.5283934426229508	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000235_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.4561935969058874	area_occluded_relative_to_gtbox: 0.4561935969058874	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000060_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.38945413436692505	area_occluded_relative_to_gtbox: 0.38945413436692505	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000269_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.32376262626262625	area_occluded_relative_to_gtbox: 0.32376262626262625	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000164_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.86484375	area_occluded_relative_to_gtbox: 0.86484375	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000163_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.890364340050714	area_occluded_relative_to_gtbox: 0.890364340050714	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000056_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.495959096157018	area_occluded_relative_to_gtbox: 0.495959096157018	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000141_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5612379807692308	area_occluded_relative_to_gtbox: 0.5612379807692308	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000264_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: big2	high_attention_area_without_occlussion_slc: 0.2493013507219376	area_occluded_relative_to_gtbox: 0.1887905604719764	high_attention_area_occluded_slc: 0.04112327278372924	quadrants: ['1', '2', '4']
filename: frame000264_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.2493013507219376	area_occluded_relative_to_gtbox: 0.04034699580810433	high_attention_area_occluded_slc: 0.23249495419965843	quadrants: ['1', '2', '3', '4']
filename: frame000264_rgb.pngbbox0	sequence: small0 small1 big2	success: False	combination: small1 big2	high_attention_area_without_occlussion_slc: 0.2493013507219376	area_occluded_relative_to_gtbox: 0.22913755628008073	high_attention_area_occluded_slc: 0	quadrants: ['2', '4']
filename: frame000264_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.2493013507219376	area_occluded_relative_to_gtbox: 0.020163794441856855	high_attention_area_occluded_slc: 0.508694302126999	quadrants: ['1', '2', '3', '4']
filename: frame000264_rgb.pngbbox0	sequence: small0 small1 big2	success: False	combination: small0 big2	high_attention_area_without_occlussion_slc: 0.2493013507219376	area_occluded_relative_to_gtbox: 0.20895435491383324	high_attention_area_occluded_slc: 0	quadrants: ['1', '2']
filename: frame000264_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.2493013507219376	area_occluded_relative_to_gtbox: 0.060510790249961185	high_attention_area_occluded_slc: 0.45258888371370903	quadrants: ['1', '2', '3', '4']
filename: frame000264_rgb.pngbbox0	sequence: small0 small1 big2	success: False	combination: small0 small1 big2	high_attention_area_without_occlussion_slc: 0.2493013507219376	area_occluded_relative_to_gtbox: 0.2493013507219376	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000052_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.5579710144927537	area_occluded_relative_to_gtbox: 0.4840748230535895	high_attention_area_occluded_slc: 0	quadrants: ['2', '4']
filename: frame000052_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5579710144927537	area_occluded_relative_to_gtbox: 0.07389619143916414	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3', '4']
filename: frame000052_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.5579710144927537	area_occluded_relative_to_gtbox: 0.5579710144927537	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000168_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.8007327372081471	area_occluded_relative_to_gtbox: 0.8007327372081471	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000336_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.2624791269083969	area_occluded_relative_to_gtbox: 0.24203840648854963	high_attention_area_occluded_slc: 0	quadrants: ['4']
filename: frame000336_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.2624791269083969	area_occluded_relative_to_gtbox: 0.02044072041984733	high_attention_area_occluded_slc: 0.33477457061068705	quadrants: ['1', '2', '3', '4']
filename: frame000336_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.2624791269083969	area_occluded_relative_to_gtbox: 0.262479126908397	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000494_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.2377890841813136	area_occluded_relative_to_gtbox: 0.21389916743755782	high_attention_area_occluded_slc: 0	quadrants: ['1', '2']
filename: frame000494_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0	high_attention_area_without_occlussion_slc: 0.2377890841813136	area_occluded_relative_to_gtbox: 0.023889916743755783	high_attention_area_occluded_slc: 0	quadrants: ['1', '3']
filename: frame000494_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.2377890841813136	area_occluded_relative_to_gtbox: 0.23778908418131361	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000236_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.4169811320754717	area_occluded_relative_to_gtbox: 0.4169811320754717	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000256_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5426023037963337	area_occluded_relative_to_gtbox: 0.5426023037963337	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000167_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.8580769230769231	area_occluded_relative_to_gtbox: 0.8580769230769231	high_attention_area_occluded_slc: 0	quadrants: []
