filename: frame000230_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.5032839290903807	area_occluded_relative_to_gtbox: 0.5032839290903807	high_attention_area_occluded_slc: 0.102324905550712	quadrants: []
filename: frame000449_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: big0 small1	high_attention_area_without_occlussion_slc: 0.3601340996168582	area_occluded_relative_to_gtbox: 0.12160919540229885	high_attention_area_occluded_slc: 0.08051724137931035	quadrants: ['1', '2', '3', '4']
filename: frame000449_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: big0 small1 big2	high_attention_area_without_occlussion_slc: 0.3601340996168582	area_occluded_relative_to_gtbox: 0.3601340996168582	high_attention_area_occluded_slc: 0.07743295019157088	quadrants: []
filename: frame000325_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.5278596753125583	area_occluded_relative_to_gtbox: 0.5278596753125583	high_attention_area_occluded_slc: 0.08579958947564845	quadrants: []
filename: frame000309_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.11601131160786426	area_occluded_relative_to_gtbox: 0.11601131160786426	high_attention_area_occluded_slc: 0.31066523027201726	quadrants: []
filename: frame000354_rgb.pngbbox0	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.19286425683988517	area_occluded_relative_to_gtbox: 0.14571250024410726	high_attention_area_occluded_slc: 0.09610014255863455	quadrants: ['3', '4']
filename: frame000354_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.19286425683988517	area_occluded_relative_to_gtbox: 0.04715175659577792	high_attention_area_occluded_slc: 0.21019587165817175	quadrants: ['1', '2', '3', '4']
filename: frame000354_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.19286425683988517	area_occluded_relative_to_gtbox: 0.19286425683988517	high_attention_area_occluded_slc: 0.0367820805749214	quadrants: []
filename: frame000517_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: big3	high_attention_area_without_occlussion_slc: 0.29656916347731	area_occluded_relative_to_gtbox: 0.2430289775833789	high_attention_area_occluded_slc: 0.10919901585565883	quadrants: ['2', '3', '4']
filename: frame000517_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small2	high_attention_area_without_occlussion_slc: 0.29656916347731	area_occluded_relative_to_gtbox: 0.03172498633132859	high_attention_area_occluded_slc: 0.2798797156916348	quadrants: ['1', '2', '3', '4']
filename: frame000517_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small2 big3	high_attention_area_without_occlussion_slc: 0.29656916347731	area_occluded_relative_to_gtbox: 0.2747539639147075	high_attention_area_occluded_slc: 0.030522143247676325	quadrants: ['3', '4']
filename: frame000517_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.29656916347731	area_occluded_relative_to_gtbox: 0.009786768726079824	high_attention_area_occluded_slc: 0.2921951886276654	quadrants: ['1', '2', '3', '4']
filename: frame000517_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small1 big3	high_attention_area_without_occlussion_slc: 0.29656916347731	area_occluded_relative_to_gtbox: 0.25281574630945874	high_attention_area_occluded_slc: 0.14647348277747402	quadrants: ['2', '4']
filename: frame000517_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small1 small2	high_attention_area_without_occlussion_slc: 0.29656916347731	area_occluded_relative_to_gtbox: 0.041511755057408416	high_attention_area_occluded_slc: 0.2858119190814653	quadrants: ['1', '2', '3', '4']
filename: frame000517_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small1 small2 big3	high_attention_area_without_occlussion_slc: 0.29656916347731	area_occluded_relative_to_gtbox: 0.28454073264078733	high_attention_area_occluded_slc: 0.010306178239475123	quadrants: ['4']
filename: frame000517_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.29656916347731	area_occluded_relative_to_gtbox: 0.01202843083652269	high_attention_area_occluded_slc: 0.32221159103335156	quadrants: ['1', '2', '3', '4']
filename: frame000517_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small0 big3	high_attention_area_without_occlussion_slc: 0.29656916347731	area_occluded_relative_to_gtbox: 0.2550574084199016	high_attention_area_occluded_slc: 0.05970475669764899	quadrants: ['2', '3', '4']
filename: frame000517_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small0 small2	high_attention_area_without_occlussion_slc: 0.29656916347731	area_occluded_relative_to_gtbox: 0.043753417167851284	high_attention_area_occluded_slc: 0.32394751230180424	quadrants: ['1', '2', '3', '4']
filename: frame000517_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small0 small2 big3	high_attention_area_without_occlussion_slc: 0.29656916347731	area_occluded_relative_to_gtbox: 0.2867823947512302	high_attention_area_occluded_slc: 0.013504647348277747	quadrants: ['3']
filename: frame000517_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.29656916347731	area_occluded_relative_to_gtbox: 0.021815199562602514	high_attention_area_occluded_slc: 0.32571077091306727	quadrants: ['1', '2', '3', '4']
filename: frame000517_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small0 small1 big3	high_attention_area_without_occlussion_slc: 0.29656916347731	area_occluded_relative_to_gtbox: 0.2648441771459814	high_attention_area_occluded_slc: 0.09579004920721707	quadrants: ['2', '4']
filename: frame000517_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small0 small1 small2	high_attention_area_without_occlussion_slc: 0.29656916347731	area_occluded_relative_to_gtbox: 0.05354018589393111	high_attention_area_occluded_slc: 0.3037452159650082	quadrants: ['1', '2', '3', '4']
filename: frame000517_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small0 small1 small2 big3	high_attention_area_without_occlussion_slc: 0.29656916347731	area_occluded_relative_to_gtbox: 0.29656916347731	high_attention_area_occluded_slc: 0.014721159103335156	quadrants: []
filename: frame000512_rgb.pngbbox0	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.5327892827892828	area_occluded_relative_to_gtbox: 0.5213378963378963	high_attention_area_occluded_slc: 0.0922107172107172	quadrants: ['3']
filename: frame000512_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.5327892827892828	area_occluded_relative_to_gtbox: 0.011451386451386452	high_attention_area_occluded_slc: 0.5081168831168831	quadrants: ['1', '2', '3', '4']
filename: frame000512_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.5327892827892828	area_occluded_relative_to_gtbox: 0.5327892827892827	high_attention_area_occluded_slc: 0.12238212238212239	quadrants: []
filename: frame000255_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.7712164073550212	area_occluded_relative_to_gtbox: 0.7712164073550212	high_attention_area_occluded_slc: 0.2850733734087694	quadrants: []
filename: frame000482_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.2771604938271605	area_occluded_relative_to_gtbox: 0.2771604938271605	high_attention_area_occluded_slc: 0.5235129068462402	quadrants: []
filename: frame000241_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.45379777455249154	area_occluded_relative_to_gtbox: 0.45379777455249154	high_attention_area_occluded_slc: 0.1665940977261732	quadrants: []
filename: frame000265_rgb.pngbbox0	sequence: small0	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.04906865763546798	area_occluded_relative_to_gtbox: 0.04906865763546798	high_attention_area_occluded_slc: 0.019742918719211824	quadrants: []
filename: frame000170_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 1.1109311740890688	area_occluded_relative_to_gtbox: 1.1109311740890688	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000159_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.8525880986188202	area_occluded_relative_to_gtbox: 0.8525880986188202	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000216_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.7208044719893061	area_occluded_relative_to_gtbox: 0.7208044719893061	high_attention_area_occluded_slc: 0.2790132458378904	quadrants: []
filename: frame000323_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.36570102932002496	area_occluded_relative_to_gtbox: 0.36570102932002496	high_attention_area_occluded_slc: 0.09983234560199626	quadrants: []
filename: frame000138_rgb.pngbbox0	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.7105168269230769	area_occluded_relative_to_gtbox: 0.6959735576923077	high_attention_area_occluded_slc: 0.49987980769230766	quadrants: ['1', '3']
filename: frame000138_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.7105168269230769	area_occluded_relative_to_gtbox: 0.014543269230769231	high_attention_area_occluded_slc: 0.6786658653846154	quadrants: ['1', '2', '3', '4']
filename: frame000138_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.7105168269230769	area_occluded_relative_to_gtbox: 0.7105168269230769	high_attention_area_occluded_slc: 0.3522235576923077	quadrants: []
filename: frame000433_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.4407225659625916	area_occluded_relative_to_gtbox: 0.4407225659625916	high_attention_area_occluded_slc: 0.30716165279852076	quadrants: []
filename: frame000484_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.6395666700415106	area_occluded_relative_to_gtbox: 0.5581148121899362	high_attention_area_occluded_slc: 0.2649843069758024	quadrants: ['2', '4']
filename: frame000484_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.6395666700415106	area_occluded_relative_to_gtbox: 0.08145185785157437	high_attention_area_occluded_slc: 0.4085248557254227	quadrants: ['1', '2', '3', '4']
filename: frame000484_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.6395666700415106	area_occluded_relative_to_gtbox: 0.6395666700415106	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000031_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.7382642998027613	area_occluded_relative_to_gtbox: 0.7382642998027613	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000463_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.3226024723487313	area_occluded_relative_to_gtbox: 0.19176317501626544	high_attention_area_occluded_slc: 0.17686402081977878	quadrants: ['3', '4']
filename: frame000463_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.3226024723487313	area_occluded_relative_to_gtbox: 0.13083929733246585	high_attention_area_occluded_slc: 0.194053350683149	quadrants: ['1', '2', '3', '4']
filename: frame000463_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.3226024723487313	area_occluded_relative_to_gtbox: 0.3226024723487313	high_attention_area_occluded_slc: 0.1013142485361093	quadrants: []
filename: frame000272_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.40538847117794485	area_occluded_relative_to_gtbox: 0.40538847117794485	high_attention_area_occluded_slc: 0.17510688485920683	quadrants: []
filename: frame000429_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5110323886639676	area_occluded_relative_to_gtbox: 0.5110323886639676	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000491_rgb.pngbbox0	sequence: small0	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.04468494468494468	area_occluded_relative_to_gtbox: 0.04468494468494468	high_attention_area_occluded_slc: 0.5769841269841269	quadrants: []
filename: frame000479_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.4659109117128665	area_occluded_relative_to_gtbox: 0.4659109117128665	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000229_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.4835164835164835	area_occluded_relative_to_gtbox: 0.4835164835164835	high_attention_area_occluded_slc: 0.2130016722408027	quadrants: []
filename: frame000362_rgb.pngbbox0	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.28717834960070987	area_occluded_relative_to_gtbox: 0.23809523809523808	high_attention_area_occluded_slc: 0.15727595385980478	quadrants: ['3', '4']
filename: frame000362_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.28717834960070987	area_occluded_relative_to_gtbox: 0.04908311150547175	high_attention_area_occluded_slc: 0.2399142265601893	quadrants: ['1', '2']
filename: frame000362_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.28717834960070987	area_occluded_relative_to_gtbox: 0.2871783496007098	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000510_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.5996024464831804	area_occluded_relative_to_gtbox: 0.5996024464831804	high_attention_area_occluded_slc: 0.02371559633027523	quadrants: []
filename: frame000257_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.7443388859968766	area_occluded_relative_to_gtbox: 0.7443388859968766	high_attention_area_occluded_slc: 0.12708224882873503	quadrants: []
filename: frame000145_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.8739684921230307	area_occluded_relative_to_gtbox: 0.8739684921230307	high_attention_area_occluded_slc: 0.39634908727181795	quadrants: []
filename: frame000124_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.2572314049586777	area_occluded_relative_to_gtbox: 0.2572314049586777	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000455_rgb.pngbbox0	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.6045081967213115	area_occluded_relative_to_gtbox: 0.5841639344262295	high_attention_area_occluded_slc: 0.14052459016393443	quadrants: ['1', '3']
filename: frame000455_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.6045081967213115	area_occluded_relative_to_gtbox: 0.020344262295081968	high_attention_area_occluded_slc: 0.43068852459016393	quadrants: ['1', '2', '3', '4']
filename: frame000455_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.6045081967213115	area_occluded_relative_to_gtbox: 0.6045081967213115	high_attention_area_occluded_slc: 0.1328688524590164	quadrants: []
filename: frame000235_rgb.pngbbox1	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.6007466695315857	area_occluded_relative_to_gtbox: 0.6007466695315857	high_attention_area_occluded_slc: 0.29208745165449074	quadrants: []
filename: frame000060_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6189437984496124	area_occluded_relative_to_gtbox: 0.6189437984496124	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000044_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6487076811066618	area_occluded_relative_to_gtbox: 0.6487076811066618	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000269_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.39505050505050504	area_occluded_relative_to_gtbox: 0.39505050505050504	high_attention_area_occluded_slc: 0.4052272727272727	quadrants: []
filename: frame000164_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.9699869791666667	area_occluded_relative_to_gtbox: 0.9699869791666667	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000163_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.9047777926064327	area_occluded_relative_to_gtbox: 0.9047777926064327	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000447_rgb.pngbbox0	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.2644882136424152	area_occluded_relative_to_gtbox: 0.22063199937348266	high_attention_area_occluded_slc: 0.05989114261101104	quadrants: ['3', '4']
filename: frame000447_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.2644882136424152	area_occluded_relative_to_gtbox: 0.04385621426893257	high_attention_area_occluded_slc: 0.3040371211527919	quadrants: ['1', '2', '3', '4']
filename: frame000447_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.2644882136424152	area_occluded_relative_to_gtbox: 0.2644882136424152	high_attention_area_occluded_slc: 0.06509906805544678	quadrants: []
filename: frame000056_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.4986805211941283	area_occluded_relative_to_gtbox: 0.43567540821375556	high_attention_area_occluded_slc: 0.29111001154543953	quadrants: ['2', '4']
filename: frame000056_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.4986805211941283	area_occluded_relative_to_gtbox: 0.06300511298037276	high_attention_area_occluded_slc: 0.4764967837704107	quadrants: ['1', '2', '3', '4']
filename: frame000056_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.4986805211941283	area_occluded_relative_to_gtbox: 0.4986805211941283	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000141_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.5716947115384615	area_occluded_relative_to_gtbox: 0.5716947115384615	high_attention_area_occluded_slc: 0.08557692307692308	quadrants: []
filename: frame000264_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.6128706722558609	area_occluded_relative_to_gtbox: 0.6128706722558609	high_attention_area_occluded_slc: 0.32031128706722556	quadrants: []
filename: frame000052_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6661611054937647	area_occluded_relative_to_gtbox: 0.6661611054937647	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000444_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.612959112959113	area_occluded_relative_to_gtbox: 0.612959112959113	high_attention_area_occluded_slc: 0.13533895886837063	quadrants: []
filename: frame000168_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.8811475409836066	area_occluded_relative_to_gtbox: 0.8811475409836066	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000336_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.3065362595419847	area_occluded_relative_to_gtbox: 0.1808951574427481	high_attention_area_occluded_slc: 0.0407025286259542	quadrants: ['3', '4']
filename: frame000336_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.3065362595419847	area_occluded_relative_to_gtbox: 0.12564110209923665	high_attention_area_occluded_slc: 0.3054329675572519	quadrants: ['1', '2', '3', '4']
filename: frame000336_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.3065362595419847	area_occluded_relative_to_gtbox: 0.3065362595419847	high_attention_area_occluded_slc: 0.10822697996183206	quadrants: []
filename: frame000036_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5661284781861903	area_occluded_relative_to_gtbox: 0.5661284781861903	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000494_rgb.pngbbox0	sequence: big0 small1	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.18175300647548567	area_occluded_relative_to_gtbox: 0.059875115633672524	high_attention_area_occluded_slc: 0.4347132284921369	quadrants: ['1', '2', '3', '4']
filename: frame000494_rgb.pngbbox0	sequence: big0 small1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.18175300647548567	area_occluded_relative_to_gtbox: 0.12187789084181314	high_attention_area_occluded_slc: 0.14840425531914894	quadrants: ['1']
filename: frame000494_rgb.pngbbox0	sequence: big0 small1	success: True	combination: big0 small1	high_attention_area_without_occlussion_slc: 0.18175300647548567	area_occluded_relative_to_gtbox: 0.18175300647548565	high_attention_area_occluded_slc: 0.3771507863089732	quadrants: []
filename: frame000476_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.4818461108783689	area_occluded_relative_to_gtbox: 0.4818461108783689	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000236_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.5076781970649895	area_occluded_relative_to_gtbox: 0.5076781970649895	high_attention_area_occluded_slc: 0.13637316561844864	quadrants: []
filename: frame000256_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.7650262202501008	area_occluded_relative_to_gtbox: 0.7650262202501008	high_attention_area_occluded_slc: 0.2654968401237058	quadrants: []
filename: frame000167_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.9286538461538462	area_occluded_relative_to_gtbox: 0.9286538461538462	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000347_rgb.pngbbox0	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.19061142666221184	area_occluded_relative_to_gtbox: 0.13025183762111595	high_attention_area_occluded_slc: 0.0717611927831607	quadrants: ['4']
filename: frame000347_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.19061142666221184	area_occluded_relative_to_gtbox: 0.06035958904109589	high_attention_area_occluded_slc: 0.28012236886067493	quadrants: ['1', '2', '3', '4']
filename: frame000347_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.19061142666221184	area_occluded_relative_to_gtbox: 0.19061142666221184	high_attention_area_occluded_slc: 0.10640452723020381	quadrants: []
filename: frame000366_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.201417004048583	area_occluded_relative_to_gtbox: 0.18863866396761134	high_attention_area_occluded_slc: 0	quadrants: ['1', '3']
filename: frame000366_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.201417004048583	area_occluded_relative_to_gtbox: 0.012778340080971659	high_attention_area_occluded_slc: 0.22631578947368422	quadrants: ['1', '2']
filename: frame000366_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.201417004048583	area_occluded_relative_to_gtbox: 0.20141700404858298	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000176_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.6957194111097365	area_occluded_relative_to_gtbox: 0.6957194111097365	high_attention_area_occluded_slc: 0.6669553383644686	quadrants: []
filename: frame000174_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.8559436274509804	area_occluded_relative_to_gtbox: 0.8559436274509804	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000231_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.45805483176617195	area_occluded_relative_to_gtbox: 0.45805483176617195	high_attention_area_occluded_slc: 0.0970884785317775	quadrants: []
filename: frame000050_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6852099715576376	area_occluded_relative_to_gtbox: 0.6852099715576376	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000021_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.9195804195804196	area_occluded_relative_to_gtbox: 0.9195804195804196	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000129_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.6671848501978519	area_occluded_relative_to_gtbox: 0.6534765404183154	high_attention_area_occluded_slc: 0	quadrants: ['3']
filename: frame000129_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.6671848501978519	area_occluded_relative_to_gtbox: 0.013708309779536462	high_attention_area_occluded_slc: 0.8069530808366309	quadrants: ['1', '2', '3', '4']
filename: frame000129_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.6671848501978519	area_occluded_relative_to_gtbox: 0.6671848501978518	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000333_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.25306349206349205	area_occluded_relative_to_gtbox: 0.1612222222222222	high_attention_area_occluded_slc: 0.03571428571428571	quadrants: ['3', '4']
filename: frame000333_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.25306349206349205	area_occluded_relative_to_gtbox: 0.09184126984126983	high_attention_area_occluded_slc: 0.17933333333333334	quadrants: ['1', '2', '3', '4']
filename: frame000333_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.25306349206349205	area_occluded_relative_to_gtbox: 0.25306349206349205	high_attention_area_occluded_slc: 0.1156031746031746	quadrants: []
filename: frame000182_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.7731157731157731	area_occluded_relative_to_gtbox: 0.7731157731157731	high_attention_area_occluded_slc: 0.1561771561771562	quadrants: []
filename: frame000198_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.35610963075751806	area_occluded_relative_to_gtbox: 0.35610963075751806	high_attention_area_occluded_slc: 0.2646555005709935	quadrants: []
filename: frame000364_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.21338421444527178	area_occluded_relative_to_gtbox: 0.21338421444527178	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000121_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 1.116604057099925	area_occluded_relative_to_gtbox: 1.116604057099925	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000128_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.7091489053211542	area_occluded_relative_to_gtbox: 0.7091489053211542	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000162_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.7828740157480315	area_occluded_relative_to_gtbox: 0.7828740157480315	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000197_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.7996618357487922	area_occluded_relative_to_gtbox: 0.7996618357487922	high_attention_area_occluded_slc: 0.4614975845410628	quadrants: []
